comment,date,support_number,user
顺风车 不会又有漏洞,5分钟前 来自网页    ,0,蘑菇童鞋吖
滴滴上线，最头疼就是滴答了,5分钟前 来自网页    ,0,你的瞳孔日暮途穷
滴滴可以的，没滴滴不方便,5分钟前 来自网页    ,0,煜1234588
这不一样，类比不正确，当时是因为滴滴方面处理不当才导致事件更加恶化，非要这么类比，那是刀场把刀租给屠夫，有顾客投诉屠夫用刀要杀人，刀场没有处理，并且在屠夫杀了人以后推诿责任，不及时给警方提供屠夫线索,6分钟前 来自网页    ,1,J-7xking
滴滴快车老是绕远路，而且他们都说是软件推荐走的路线。。。,6分钟前 来自网页    ,1,佛系吖琪
其实没有滴滴，打黑车更危险。滴滴定位、实名认证，既可以相对保护乘客也可以保护司机。,6分钟前 来自网页    ,0,凌晨三点的LosAngeles
滴滴可以重新上線，人卻不可以重新回來,7分钟前 来自网页    ,0,-酒桃-
出租车司机什么时候能管管呢？,7分钟前 来自网页    ,0,少年轻狂-青年放荡
 老婆...你看评论,7分钟前 来自网页    ,0,林鑫sam
网友是真他妈的牛皮，说下架的也是那一波人，说恢复的还是那一波人,7分钟前 来自网页    ,2,ttylllG
这个不算非法营运？,7分钟前 来自网页    ,0,后迈的小脚
滴滴必须整改，但不应下架,7分钟前 来自网页    ,1,栾栾栾洪旭
滴滴必须整改，但不应下架,7分钟前 来自网页    ,1,栾栾栾洪旭
请整顿出租车行业，别说辛苦，有些司机确实胃口很大再不整顿，出租车行业只能这样了。,7分钟前 来自网页    ,0,苏苏你去哪
我有一次手机丢在滴滴出租车上了 找回来了,8分钟前 来自网页    ,0,爱汶瀚宝贝
难道谴责的不是滴滴当时的处理问题的态度吗？,8分钟前 来自网页    ,0,昏暗年岁
出租车司机还有坏人呢，也很乱，怎么不管，,9分钟前 来自网页    ,0,小眼睛Chener
没有顺丰车都很少回家了,9分钟前 来自网页    ,0,噜噜真可爱
希望更加规范的上线,9分钟前 来自网页    ,0,波波-艿瓶
滴滴一直可以用啊哪里停过,10分钟前 来自网页    ,0,double艳
讲真，滴滴真的很不错，方便其实也很安全，而且服务都很好,10分钟前 来自网页    ,0,骑着摩托的小兔崽崽
滴滴现在也越来越坑了,10分钟前 来自网页    ,0,柠檬酸sln
刀本来是切菜的！可是有人拿去杀人！这不是刀的错！,10分钟前 来自网页    ,0,苦苦de糖
说起来就好笑，昨天搭哈啰顺风车，车主是福建莆田人，接了我之后，又接别人，平台没有拼座，我就和他理论，他居然说，我等不起坐不起就不要搭顺风车，那你为什么来开顺风车，真是睿智,10分钟前 来自网页    ,0,福建潘瑋柏
说起来就好笑，昨天搭哈啰顺风车，车主是福建莆田人，接了我之后，又接别人，平台没有拼座，我就和他理论，他居然说，我等不起坐不起就不要搭顺风车，那你为什么来开顺风车，真是睿智,10分钟前 来自网页    ,0,福建潘瑋柏
希望滴滴能监管到位吧别再出事了,10分钟前 来自网页    ,0,LCCH
等着受害者的出现,10分钟前 来自网页    ,0,花容月貌我见犹怜
管理到位就行了,10分钟前 来自网页    ,0,啦啦啦啦呼呼呼啦啦
顺风车真的很方便也很省钱 怎么说呢 司机也就是人本质问题真的没法控制 平台难 但是希望重新上线能更好吧,11分钟前 来自网页    ,0,貓不可及
顺风车真的很方便也很省钱 怎么说呢 司机也就是人本质问题真的没法控制 平台难 但是希望重新上线能更好吧,11分钟前 来自网页    ,0,貓不可及
有问题的不是滴滴，而是人,12分钟前 来自网页    ,0,八爷是橘猫
从严把控司机个人，车辆，平台三方面资质，加强行业监管和对司机的安全培训和职业素质培养，多管齐下，相信网络预约出租汽车行业会越来越规范的，新生事物的出现，本质上就是为服务大众，初衷不会改变。,12分钟前 来自网页    ,0,你好杨桃小姐
禁止女性乘坐滴滴顺风车不就是了🙃🙃🙃,12分钟前 来自网页    ,0,风流倜傥玉树临风的状元
我最近在用嘀嗒顺风车，感觉挺好的,12分钟前 来自网页    ,1,草莓啊柚子啊葡萄啊
有些楼也是搞笑，因为有些东西是有好处的，就不用监管？除了利益相关，没几个反对顺风车吧？交通部说要监管说错了？滴滴之前的隐晦暗示的营销洗完了？对投诉和司机的处理和审查洗完了？应急措施不到位洗完了？要求他整改还改错了？还拿刀厂和杀人犯的例子比较，拜托多做点逻辑题好不好？,12分钟前 来自网页    ,0,_奋进的猴子
出租车司机，个顶个的素质低，坑，坏，缺德！,12分钟前 来自网页    ,0,乐观的小编辑
昨天晚上下班约的顺风车没有牌照，连临时牌照也没有。。。没坐了。地点：杭州,12分钟前 来自网页    ,1,Donnie馬森
而且就算出租车都是爱答不理，太难了。我是害怕黑车的,13分钟前 来自网页    ,0,大树下的胖肉
没有滴滴顺风车以后我都基本不用网约车了,13分钟前 来自网页    ,0,丨陈嘉荣
这就是中国足球出不去的原因，一刀切的管理模式！！！,13分钟前 来自网页    ,0,虎牙绝地求生悲喜
大势所趋  有需求 人类要发展,13分钟前 来自网页    ,2,刘源de小姐姐
经济的飞速发展， 离不开顺风车的经济型,13分钟前 来自网页    ,0,幸运lovers
能不能管管出租车？,13分钟前 来自网页    ,1,你可以321
出租车咋不敢下力度政治？,13分钟前 来自网页    ,0,孝说
滴答和哈罗里面。一水的黑车好吗！！！公安部怎么不管管，至少滴滴里正儿八经顺风车多啊。有五六次坐滴答和哈罗顺风车都是黑车，套牌逆行超速闯红灯，有一次还有个黑车把一个过马路的老外给撞了然后没停车就跑了，吓得我一直扒着车窗喊停车。从滴滴顺风车被整下架之后，去哪都不方便。,14分钟前 来自网页    ,0,依然丫丫
重新上线我觉得没问题啊，挺好的。,14分钟前 来自网页    ,0,silentoast
终于等来了,14分钟前 来自网页    ,0,瘦不下来也是烦
为什么不谈汽车销售房屋销售，降低房价？？偏要谈这些惠民的，那些坐在庙堂之上的人，永远体会不到大冬天的夜晚里等待出租车的痛楚，他们没资格讨论这些事情,14分钟前 来自网页    ,0,你不懂程序员的Bug
如果司机被害，是不是也停止顺风车？？,14分钟前 来自网页    ,0,虎牙绝地求生悲喜
我觉得顺风车这个服务本身没有问题，有问题的是准入机制，应该要进入征信体制严格把控，别是什么阿猫阿狗都可以开顺风车，也没有必要一竿子打死，毕竟坏人还是极少数……,15分钟前 来自网页    ,0,拉咔哇
顺风车实质就是国家认为合法的黑车吧,15分钟前 来自网页    ,0,我一口一个车厘子
顺风车实质就是国家认为合法的黑车吧,15分钟前 来自网页    ,0,我一口一个车厘子
导致我被迫用滴答,15分钟前 来自网页    ,1,四口目八刀
支持滴滴顺风车重新上线,15分钟前 来自网页    ,0,天然养生电饭煲
别说了，出租车都是地方保护，谁能动,15分钟前 来自网页    ,7,简单的快乐love
舆论导向开始变咯,15分钟前 来自网页    ,0,糖瓜一朵朵
用过哈罗每次接了车主就会让你线下交易，跟客服投诉根本没人理你,15分钟前 来自网页    ,0,路Cody
出事是司机个人问题,15分钟前 来自网页    ,0,Sun永豪
大家好像都忘了上次为什么这么骂滴滴1.出事前一天有乘客就有投诉他，但滴滴没有进行任何措施依旧让他正常接客2面对警方索要证据推诿踢皮球，导致营救与犯人落网被拖延。,16分钟前 来自网页    ,7,芝士鸡蛋布丁___777
顺风车线下收费怎么算，车队专跑“顺风车”单的怎么办,16分钟前 来自网页    ,0,小鹤千
在滴滴顺风车不在的日子～老子默默买了个车,16分钟前 来自网页    ,0,LittlePepper椒不辣
在滴滴顺风车不在的日子～老子默默买了个车,17分钟前 来自网页    ,0,LittlePepper椒不辣
可是出租车真的特别烦…,17分钟前 来自网页    ,0,要多读书啊啊啊
支持,17分钟前 来自网页    ,0,wu衛霞
此话因针对所有行业,17分钟前 来自网页    ,0,伐檀T
顺风车真的是超级方便，以前下班可以天天搭顺风车回家，现在只能在公司附近租房子住。,17分钟前 来自网页    ,0,托尼老司机
顺风车真的是超级方便，以前下班可以天天搭顺风车回家，现在只能在公司附近租房子住。,17分钟前 来自网页    ,0,托尼老司机
都有好人坏人，只不过坏人刚好在这个职位上，只能完善制度，加强管理，减轻它的威胁程度，一刀整死了这个坏人还是去了别的地方继续当威胁,17分钟前 来自网页    ,0,积极向上的时嘟嘟
我不觉得顺风车有问题,17分钟前 来自网页    ,0,占个空白ID
还有就是不能把安全责任全给一个公司，交管部门的支持必须到位,18分钟前 来自网页    ,0,cczz22
如果司机就想做恶破罐子破摔，那什么也挡不住，这确实没啥办法，只是希望再出现险情平台不能再那样不当回事处理，这谁也谅解不了。,18分钟前 来自网页    ,0,能能不逗我
没用 这种安全问题平台根本管不了。资格证也没有 非法营运界限不清。地方政府管也不是不管也不是，早晚还得出事！有的车连商保都没有。 反正爱坐的还是那些人，和打黑车的是同一批人。不坐的人还是不坐。我是坐快车，专车，用滴滴打出租车也不坐顺风车。,18分钟前 来自网页    ,0,没有小兔子的饲养员
嘀嗒一直在涨价,19分钟前 来自网页    ,0,didieryi
今天真是个好日子，终于盼到顺风车上架的这一天了。,19分钟前 来自网页    ,0,奔跑的男孩不会输
一天到晚给老百姓找不痛快,19分钟前 来自网页    ,0,泼妇爱你MSN陪哦
真的没了顺风车 出租车真的黑,20分钟前 来自网页    ,0,得得地Mmm
真的没了顺风车 出租车真的黑,20分钟前 来自网页    ,0,得得地Mmm
滴滴顺风车不在，太郁闷。经常去县城搞个业务，晚上12点回来没车。,20分钟前 来自网页    ,0,胸部狰狞
看过一个统计，出租车犯罪率是网约车的18倍，各行各业都有坏人，跟平台关系真的不大,20分钟前 来自网页    ,0,老夏_来晚了
二和三没看明白什么意思,21分钟前 来自网页    ,0,满满五
 可以管管首汽约车不？乱收费，司机绕路太严重了。,21分钟前 来自网页    ,0,不是优惠的惠
哈啰顺风车，是要约谈一下，老是叫加高速费,21分钟前 来自网页    ,0,看看看kK
无论滴滴  顺丰和出租车都一样啊，出租车有黑车也有杀人犯啊，,22分钟前 来自网页    ,0,毫升是ml
无论滴滴  顺丰和出租车都一样啊，出租车有黑车也有杀人犯啊，,22分钟前 来自网页    ,0,毫升是ml
顺风车其实有利有弊，便宜是最大的利益，每个礼拜回父母家吃饭，以前来回打的是150，顺风车是一半价格，就是晚上回自己家有时会害怕,22分钟前 来自网页    ,0,轩伢儿
终于来了我的妈呀,22分钟前 来自网页    ,0,landvs
终于来了我的妈呀,23分钟前 来自网页    ,0,landvs
交通部的几个要求比较合理，但是觉得整个社会对滴滴要求太高,23分钟前 来自网页    ,0,上帝在玩骰子
谁动了交通部利益集团的奶酪,23分钟前 来自网页    ,1,代号0109527
哇，开始买评论了，当时柳青的态度，外加滴滴的客服态度，当时为什么死，为什么警察都调不出来客户路线，客服还在说亲，你们都忘了吗？不要再拿人命来换钱，人血馒头不好吃，当时她可以不死的，滴滴，你知道吗，你们欠一条人命！,23分钟前 来自网页    ,2,左左2013本人_264
请问，的士公司什么时候可以进行一次检查？,24分钟前 来自网页    ,1,_微笑先生_
考虑过各地的出租车吗,25分钟前 来自网页    ,1,疯子阿小
广电总局什么时候约谈浙江台,25分钟前 来自网页    ,2,Meghan-F
用点心管管出租车吧！,26分钟前 来自网页    ,1,大郎起床该吃药了
下架的时候并没有觉得影响生活啊,26分钟前 来自网页    ,0,和歌声
顺风车还是挺好的，不能因噎废食,26分钟前 来自网页    ,1,Aaron_贺贺
哈罗顺风车在汕头这边全是黑车营运性质的 根本不是真正的顺风车,26分钟前 来自网页    ,0,刘心留意
出租车那么黑，黑了那么多年，也没见管管。滴滴真惨,27分钟前 来自网页    ,1,有粉必回
滴滴是个好企业,27分钟前 来自网页    ,0,心无一丝波澜
猪一样的网友因噎废食,28分钟前 来自网页    ,2,舒克舒克开飞机zyw
放心，我滴嗒已做好各项优惠券了,28分钟前 来自网页    ,1,一个猫的江湖
厦漳泉跨城太贵，别上线了,29分钟前 来自网页    ,0,姓黄石光
强烈要求尽早恢复顺风车,29分钟前 来自网页    ,1,清淞仔
禁止司机评价乘客，谢谢,29分钟前 来自网页    ,0,钢铁侠大战水浒英雄
不是滴滴客服不作为么？都是给滴滴洗的？,31分钟前 来自网页    ,2,温柔乡的舞者
出租车司机网约车司机都是有好有坏的，我们应该相信好人还是占绝大多数的……很多司机都是辛辛苦苦的拉活，还特别客气的希望我给好评，都是很不容易的,31分钟前 来自网页    ,27,小龙牌fc
快速处理乘客投诉，这个还是算了，任何客服都只是把投诉问题上报，可是后台做不做，就不知道了,31分钟前 来自网页    ,0,眼泪的猫
明明是人的问题，出租车司机出问题，取消出租车不成？,32分钟前 来自网页    ,0,DZ-1124
把几把标志改改吧,32分钟前 来自网页    ,0,但有热忱
看看楼上这些人，又想安全，还要想少油费，少路费，自己买车开啦，坐什么滴滴？,32分钟前 来自网页    ,1,A18120
：安全是顺风车底线,32分钟前 来自网页    ,2,江油公安
不能只让滴滴一家这么做，所有类似的出租车应该出相同的监管标准,33分钟前 来自网页    ,0,尘世逍遥仙
主要是害怕这个称谓一些犯罪分子的标示,33分钟前 来自网页    ,0,世外桃源乡
出租车也不安全都一样,33分钟前 来自网页    ,9,要远离网络暴力的小透明
我怎么就没见过出租车投诉有能够及时回应的……,33分钟前 来自网页    ,16,珞珈山下_凉风
我怎么就没见过出租车投诉有能够及时回应的……,33分钟前 来自网页    ,16,珞珈山下_凉风
除了滴滴 还有滴答 哈罗等顺风车业务 真的一比吊糟  不要等出了事才约谈！,34分钟前 来自网页    ,0,是小鹿啊1990
顺丰还是方便的…………哎,34分钟前 来自网页    ,0,周周周海Ping
像我这种刚工作想顺路赚个油钱的人特别希望顺风车回来,35分钟前 来自网页    ,0,一只剥了皮的椰子
没有滴滴顺风车的日子，出行交通成本高了几倍,35分钟前 来自网页    ,0,侧脸杀手皮皮思
嘀嗒还挺好用,35分钟前 来自网页    ,0,加肥王祖贤
还是网友弱智！坏的是人心不是刀厂,35分钟前 来自网页    ,0,-NICo婷仔
嘀嗒，哈罗一堆都不是顺风车，都是专职做的，到处兜客气死人了！,35分钟前 来自网页    ,0,大不列颠煤
拿这个力度去管出租车啊,36分钟前 来自网页    ,89,淤洖泪
在没有顺风车的日子里，我打滴滴大概贵了5倍的价格,36分钟前 来自网页    ,1,LLvym
出租车乱加价 不打表 坑外地游客， 能不能也管一下,38分钟前 来自网页    ,397,种草小屁猪
我之前嘀嗒顺风车拉了鳄鱼，都半年了，也没人来管,今天 17:40 来自网页    ,1,夜月潛伏者
顺风车其实没有错的，以前没有顺风车，没有网约车的时候，一样有出租车司机杀人或者被别人杀。,今天 16:31 来自网页    ,151,失去记忆的恶魔
。。,今天 16:12 来自网页    ,1,有点diaoo
顺风车宗旨是顺风，方便，像费用方面就该降低，油钱路费的一半就够了，,今天 16:07 来自网页    ,1,-0-鱼篓
，x,今天 16:04 来自网页    ,1,王者归来24236
顺风车检验出坏人还是不少滴。,今天 15:51 来自网页    ,3,Tonny的视界
顺便约谈一下黑车吧。,今天 15:49 来自网页    ,8,姓朕
滴滴顺风车不在的日子里，简直是黑车司机的狂欢日,今天 15:39 来自网页    ,1113,北流小巧
顺风车不应因噎废食，安全整改后的滴滴是目前最有可能把这块做得更完善的,今天 15:39 来自网页    ,21,奶茶加咖啡呦
顺风车不应因噎废食，安全整改后的滴滴是目前最有可能把这块做得更完善的,今天 15:39 来自网页    ,21,奶茶加咖啡呦
个人觉得顺风车业务还是挺方便不错的，滴滴整改后司乘都需要实名制，警方介入审查司机背景，人脸识别，实时监控位置，警企配合还是ok的,今天 15:39 来自网页    ,371,小柒宝baby
只要监管到位，保证司乘出行环境的相对安全，又能让大众享受到便捷,今天 15:38 来自网页    ,38,快乐快乐鸭吖
顺风车产品本身是有益于共享经济的，希望整改后的滴滴顺风车回归能给更多人带来便利  ,今天 15:38 来自网页    ,29,贾M晨
看好滴滴,今天 15:36 来自网页    ,1,请叫我小小灰灰
滴滴能做到读人心，就不用搞什么顺风车了,今天 15:34 来自网页    ,18,永珩
“符合顺风车本质”，这个怎么鉴定？？？,今天 15:31 来自网页    ,0,德映日月
真他妈搞笑，用刀杀人就找刀厂……,今天 15:26 来自网页    ,763,风清阳LL
真他妈搞笑，用刀杀人就找刀厂……,今天 15:26 来自网页    ,764,风清阳LL
这次是全国都上线了，还是部分城市啊？,今天 15:26 来自网页    ,2,王静瑶000
这次是全国都上线了，还是部分城市？,今天 15:25 来自网页    ,2,王静瑶000
+1,今天 15:25 来自网页    ,0,Rorschach1Q84
不是一直可以用的吗？,今天 15:24 来自网页    ,0,女王范jenny_002
嗯,今天 15:24 来自网页    ,0,暕闵玧儿
坏人要做恶就一个滴滴APP防不住的。没滴滴的时候出租车不也没办法防坏人做恶？问题无解。,今天 15:21 来自网页    ,244,江娜的爸爸
要保障所有搭乘人员的安全,今天 15:20 来自网页    ,1,从前的陈老师
安全第一位！,今天 15:18 来自网页    ,0,秦时零榆
