comment,date,support_number,user
 疯狂啊姐妹,今天 20:30 来自网页    ,0,Guo_YGood
赞,今天 20:30 来自网页    ,0,林疋zZ
真羡慕,今天 20:29 来自网页    ,0,Fighting_200510
期末太可怕了,今天 20:29 来自网页    ,0,李兰迪最爱我
啊啊啊我河师大就是优秀！不过我不学高数耶耶耶,今天 20:27 来自网页    ,2,Cookies_啾biu
学霸真厉害,今天 20:25 来自网页    ,0,DangerousST
哈哈哈哈我们学校我们院,今天 20:22 来自网页    ,0,大大大大杨儿x
简直优秀,今天 20:20 来自网页    ,0,愿杯深
要早这么样就好啦！！！我高数就不用挂了,今天 20:19 来自网页    ,0,燕山不远渭水难干
这个活动好,今天 20:18 来自网页    ,0,月下幽凉
学弟学妹们过了 学长学姐挂了？,今天 20:15 来自网页    ,0,我哟要上天
我只想问一句，学姐们都不用期末的吗？,今天 20:15 来自网页    ,0,ZZ你的名字我的心事
啥时候我能遇到这样的哥哥姐姐就好了,今天 20:11 来自网页    ,0,xiaoqiliu
我们班的美女班长啊！！！太厉害了,今天 20:08 来自网页    ,0,轻炽521
那就提前祝大家,今天 20:07 来自网页    ,0,一手Video
怎么没人来给我补补升生化,今天 20:07 来自网页    ,0,艾米酱撒拉嘿
我室友！！!hhh,今天 20:07 来自网页    ,0,小周周喵7
很好,今天 20:06 来自网页    ,0,gary1236487204823
为啥河大就没有，可怜我们考高数为了缓解气氛都放“好运来”这首歌了,今天 20:05 来自网页    ,0,远方的鹏49773
这也太暖了吧！！,今天 20:05 来自网页    ,0,多担女孩儿欢乐多
来，泰勒展开一下,今天 20:03 来自网页    ,0,coco666123
来来来 又火了又火了,今天 19:58 来自网页    ,0,看到番茄锅记得叫我吃
事业爱情双丰收。,今天 19:57 来自网页    ,0,侯加豪
我以前高数都是自学的，成绩还不错呀，毕业已经20年，全忘得一干二净,今天 19:55 来自网页    ,0,安宝贝200751020
华为可以大过国家吗？,今天 19:54 来自网页    ,0,那是一只胖猫
重点好像怪怪的哈哈哈哈哈,今天 19:53 来自网页    ,0,琉年lx
快看快看，我们学校火了,今天 19:51 来自网页    ,1,哦呦哈哈耶
可惜不学高数,今天 19:51 来自网页    ,0,秋云不雨长阴_Deer
 ,今天 19:50 来自网页    ,0,義欣劉
别人家的学姐,今天 19:49 来自网页    ,0,别只是身材胖
学长给学妹补课,今天 19:47 来自网页    ,0,不太胖的某小只
 二登,今天 19:45 来自网页    ,0,我一路向北turbo
作为曾经河师大数学院的一员，从人民日报看到自己母校，好开心,今天 19:43 来自网页    ,0,另一个我change
 你是哪组鸭,今天 19:43 来自网页    ,0,粥粥南奶团团
不得不说师大这个活动太棒了，可惜我不用学高数，不能参加这个活动，太难过了,今天 19:41 来自网页    ,0,青浛本色
加油,今天 19:40 来自网页    ,0,开心不是两三天哦
表示也想拥有啊,今天 19:40 来自网页    ,0,超喜欢番茄酱boy吖
学妹感叹，辅导班很有效，知识点弄懂了！,今天 19:40 来自网页    ,0,隔壁老王猛吸了一口烟悠悠的说
如果我们以前也有就好,今天 19:39 来自网页    ,0,Grit-yan
考研成功上岸河师大啊🙏🙏🙏,今天 19:38 来自网页    ,0,汤圆儿硝辰子
希望这样的活动多搞，,今天 19:36 来自网页    ,0,jianghu_79784
学长：其实我也不会做高数,今天 19:34 来自网页    ,0,iBIG·BOSS
"厚德博学,止于至善，为我师大点赞",今天 19:34 来自网页    ,0,傻瓜瓜的小豆子
漂亮姐姐是你嘛,今天 19:34 来自网页    ,0,月蛾微频
值得推广！我需要学姐,今天 19:33 来自网页    ,0,少阳为病柴胡做汤
呜呜呜我需要这个，高数一本书都不会,今天 19:31 来自网页    ,0,石见吖
！,今天 19:30 来自网页    ,0,唠唠叨叨的小人
学姐给我补补,今天 19:30 来自网页    ,0,晓康kant
补完女朋友男朋友也有了,今天 19:29 来自网页    ,1,蔷薇控
我,今天 19:29 来自网页    ,0,加丝娜冰
哈哈哈哈哈哈感觉好棒鸭～,今天 19:28 来自网页    ,0,Mitarashi-Lice
师大戏文的不知道能补啥,今天 19:27 来自网页    ,0,蓬稚子
我缺的是像华晨宇那样温柔的音乐学长,今天 19:27 来自网页    ,2,Ariel2608
我的天 又是别人家的学长学姐 想想我这两天在图书馆与高数作斗争到头快要炸裂 然后还是基本不会 想想都想哭,今天 19:26 来自网页    ,0,橘白_菘蓝
这说明，真的超多人在大学乱来不学的,今天 19:25 来自网页    ,0,此号被盗请关闭谢谢
师大人前来打卡！,今天 19:25 来自网页    ,0,阳光在倾听谁的青春年华45157
 没猜错的话 我同学是里面的学姐 我妹是里面的学妹 而我,今天 19:24 来自网页    ,0,淤青桃
还可以认识学姐、不错😊,今天 19:24 来自网页    ,0,BT小强快跑
这个氛围太好了＼(^▽^)／！,今天 19:23 来自网页    ,0,天乐峰
我师大威武,今天 19:23 来自网页    ,0,奔跑的少年啊啊啊
河师大牛p！！！,今天 19:22 来自网页    ,1,豫北往事
？？？？？？？？？？还有这种操作！！！！！,今天 19:22 来自网页    ,1,Excellent猫咪的花
这活动好,今天 19:21 来自网页    ,0,阳光mxcm
永远都是别人家的大学,今天 19:21 来自网页    ,1,青衫如故凯
赞一个！,今天 19:20 来自网页    ,0,开心的妹纸啊啊啊
真希望我能遇到这样的学霸,今天 19:19 来自网页    ,0,音乐之岛H
学长学姐我想补高数😉，来吧来河师大，一次够吗😏，够了，谢谢学长学姐👏。,今天 19:19 来自网页    ,115,河南师范大学学生会
可以自己选学姐吗,今天 19:19 来自网页    ,0,暮雨灬乘风
: 华为251!不调查吗？和黑社会有什么区别?,今天 19:18 来自网页    ,0,小米粉丝前援会
不知道为啥 挺讨厌学长这个词的,今天 19:18 来自网页    ,0,没有感情的死神
那个男同学还在转笔，我看见你了,今天 19:17 来自网页    ,0,拾年xb
希望江苏也能有,今天 19:17 来自网页    ,0,乔粉a
什么时候我学校能这样,今天 19:17 来自网页    ,0,王源源源源源源21
我们怎么没有,今天 19:17 来自网页    ,0,乔安诗远
我也想拥有,今天 19:16 来自网页    ,0,既望OvO
我缺补课的嘛，我缺的是学姐,今天 19:16 来自网页    ,0,越来越chong颖
让老师情何以堪，下学期学生自学吧。 平时上课扣手机，一口俩小时，玩游戏不学。考试了，想起来补课？抱佛脚？ 没别的意思，出发点挺好，河南高校怎么上央媒体都是这些事。,今天 19:16 来自网页    ,0,RunningHA
哇⊙∀⊙！我也想要小姐姐来补课！,今天 19:15 来自网页    ,0,静中安逸
期末考试有救啦！！！？就差个这样的学霸,今天 19:14 来自网页    ,0,小棧DAYTOY
师大的学风巨好，我爱师大,今天 19:13 来自网页    ,0,四火是个什么火
这是我学校,今天 19:13 来自网页    ,0,牧野区最靓的仔
真好,今天 19:12 来自网页    ,0,StarUniverseKun
点赞,今天 19:12 来自网页    ,0,ROTASS诺塔思结婚钻戒定制杭州店
别人的高数补了，自己的数分和高代如何了,今天 19:11 来自网页    ,0,韦战
我想给帅学弟补高数,今天 19:11 来自网页    ,1,羔羊为城
想当年我大一的时候还给整个宿舍补课，大三就跟着他们一起挂科了,今天 19:10 来自网页    ,0,2k榛甜
华为太坏了。,今天 19:10 来自网页    ,0,离殇John
我曾在期末考前一周，把整个学期的高数学会了并且过了，学会之后我就后悔，为什么我上课不听课,今天 19:10 来自网页    ,0,我系麥兜兜你系响噹噹
什么神仙学长学姐，给我们学校也来点呗,今天 19:09 来自网页    ,0,居老师的小眼睫毛
我那时候咋没遇到这种好事呢。。。我缺理科学长学姐。。。,今天 19:09 来自网页    ,0,珍蓝歆
哈哈我们学校耶,今天 19:09 来自网页    ,0,绿绿真好看好看
 懂？,今天 19:08 来自网页    ,0,子归呀子归
我们学校还有四六级助考哈哈哈,今天 19:08 来自网页    ,4,人间耙耙柑
厉害了我的河师大数学院,今天 19:08 来自网页    ,3,我家狗要乖乖的
我们院牛逼,今天 19:05 来自网页    ,0,战斗机中的战斗鸡丶
羡慕🍋🍋🍋,今天 19:05 来自网页    ,0,Tamtami___
嗯哼😏母校！！！！为啥我考高数的时候没有活动呢！！,今天 19:05 来自网页    ,0,元宝Y啊
法学院的学妹学弟也需要,今天 19:05 来自网页    ,0,xuyunanan
高数补不过来吧，背就好了,今天 19:05 来自网页    ,0,Learning乐柠
为什么当年我的数学在于我自己啃课本，不过我还是感谢我的室友们,今天 19:04 来自网页    ,0,菲长可爱的张同学呀
河南师大大四老学姨前来报道哈哈啊哈！为数院点赞👍🏻,今天 19:04 来自网页    ,0,之夏后冬
河师大的法学生表示也需要学姐学长补宪法,今天 19:03 来自网页    ,5,Xuwkee
真好,今天 19:03 来自网页    ,0,雪夜寒灯静待天明
哈哈，大部分都是女生,今天 19:03 来自网页    ,0,Runner_杜杜
给我来一打！,今天 19:03 来自网页    ,0,zzlCecilia
师大厉害(ง •̀_•́)ง,今天 19:02 来自网页    ,0,梵樊77
河师大的来了！！！,今天 19:02 来自网页    ,0,清欢的云野
我感觉高数太难了，今天下午看网课，一直懵逼到现在还是不懂那个不定积分换元,今天 19:01 来自网页    ,1,爱吃辣条的小東子
河南师大政管院前来报道！！！,今天 19:01 来自网页    ,4,焦西轰
嘻嘻嘻，我有亲爱的学霸室友给我补！,今天 19:00 来自网页    ,0,爱这世间所有的温柔
我朋友想问要学姐学妹的微信,今天 18:59 来自网页    ,0,懒得评论点赞
羡慕了,今天 18:59 来自网页    ,0,我的第十二种孤独
人们日保  闲的蛋疼  报道这些   大学了   不该自己提高自学能力吗  还当小学的培养,今天 18:59 来自网页    ,0,cnmxlwb123
主要是看学姐学长好不好看，不好看估计报名的都没有,今天 18:58 来自网页    ,0,ImZssss
哇哦～好棒啊,今天 18:58 来自网页    ,0,_____锁心弦41653
我本以为是河师大给师大附中补课,今天 18:58 来自网页    ,0,秦吴绝国
很厉害的亚子,今天 18:57 来自网页    ,0,璇雅Wong
那还要老师干嘛,今天 18:57 来自网页    ,0,桃蹊188
那还要老师干嘛,今天 18:57 来自网页    ,0,桃蹊188
妈呀，我缺少的是这样的活动！,今天 18:57 来自网页    ,0,想看一場彩色的雪
肯定又有好多学长勾搭学妹，学弟勾引学姐。,今天 18:56 来自网页    ,0,原子413
河南师范大学前来报到！,今天 18:56 来自网页    ,0,8悦儿呀
河师大的路过～,今天 18:56 来自网页    ,0,小袁儿_Y
数学还好,今天 18:55 来自网页    ,0,_雨落龍城_
好,今天 18:54 来自网页    ,0,倔强的白菜优惠券
老师不负责吗？,今天 18:54 来自网页    ,0,溪林笛翁
上班多年后的我能不能说一句高数无用,今天 18:54 来自网页    ,1,罐罐大乐团
难道这种行为不是在助长学弟学妹们在课堂上不认真上课的情况吗?,今天 18:54 来自网页    ,0,木子冷-Lorna
又是人家的学校,今天 18:54 来自网页    ,0,-执扇掩面遮笑颜
 重理工小导学来康康,今天 18:53 来自网页    ,0,1块2角钱
我缺的是补课吗？我缺的是学姐,今天 18:53 来自网页    ,0,首席剪辑师Copper
救救外国文学 现当代文学 古代文学 文学概论,今天 18:53 来自网页    ,0,Young_纹嘉啊
我缺补课的嘛，我缺的是学姐，哈哈(ಡωಡ)hiahiahi,今天 18:53 来自网页    ,1,宝帘闲挂小银勾
别人家的学姐,今天 18:53 来自网页    ,0,Zzzz追梦人
侧面反映……,今天 18:53 来自网页    ,0,小青龙大战伏地魔
有个小姐姐特好看唉,今天 18:52 来自网页    ,0,DearLeiM
大学时也想这么干，能帮一个是一个，小姑娘真棒。加油呀！,今天 18:52 来自网页    ,0,二零一九年十一月二十二日
看着效率很高,今天 18:52 来自网页    ,0,弗里敦煌
学校偷着乐了:这下连聘请高数老师的钱也省了,今天 18:52 来自网页    ,2,小吴小吴植发还俗
没学过高数的师大人，孤陋寡闻了,今天 18:51 来自网页    ,0,梦蝶la
加油,今天 18:51 来自网页    ,0,世界也变得大了起来
我们学校也有,今天 18:51 来自网页    ,0,苏总的酥糖
 你们学校还有这待遇，厉害啦,今天 18:51 来自网页    ,0,丶南瓜灯丶
为什么老师没把教懂,今天 18:49 来自网页    ,0,水至清水至清
好,今天 18:48 来自网页    ,0,巩公略
想当年高数满分，有人让我辅导吗,今天 18:48 来自网页    ,0,醉淘然
我滴妈俺学校上人民日报了！,今天 18:48 来自网页    ,0,MXyangNa
好正能量啊！,今天 18:47 来自网页    ,2,蛋白质-夏天
 别人学校的学姐,今天 18:47 来自网页    ,0,2019诸事顺利啊
我也想要,今天 18:47 来自网页    ,0,k凯99
身为河南师范大学的学生，表示很自豪呀,今天 18:46 来自网页    ,0,Gg顾笙
当时咋没学姐学长辅导我，要不然我高数至于考六十多嘛,今天 18:46 来自网页    ,0,千玺的小少女星
我也想,今天 18:46 来自网页    ,0,Webooky
厉害了，我的学姐,今天 18:46 来自网页    ,0,小蛮腰UNA
有没有发现，女孩子比较多,今天 18:45 来自网页    ,0,小白兔爱吃大白兔奶糖
河师大棒棒棒！,今天 18:45 来自网页    ,0,森95013
你好，学妹,今天 18:45 来自网页    ,0,平面小咖
我也可以给别人补高数,今天 18:44 来自网页    ,0,李铎鑫-
 咱们学校的新教学楼还挺上镜,今天 18:44 来自网页    ,0,阿乔阿木
我师大的学长学姐真叫人感动,今天 18:44 来自网页    ,0,危珛城查无此人
官微君冲鸭！,今天 18:44 来自网页    ,6,Iwayward_
 花姐 你学校,今天 18:44 来自网页    ,0,KingOC
母校好好呀，我当年怎么木有学霸学长给补高数啊，我当年所有功课里，高数真的考的不好呀。呜呜X﹏XX﹏X,今天 18:43 来自网页    ,0,闲花落地听无声80881
 你如果去补了的话会不会不用gk ,今天 18:42 来自网页    ,0,竹空音
 你们学校,今天 18:42 来自网页    ,1,house路小痴
临近考试，我也需要学霸补课！！！,今天 18:42 来自网页    ,0,LxhAug10
想起上学的时候学微积分学不会，期末考试可能过不了，班上学霸主动帮助我们这些学渣补课，但是我因为太笨，学霸都受不了了，训🉐我狗血淋头，我忍不住哭唧唧，把学霸吓着了他又回头安慰我,今天 18:42 来自网页    ,1,Qi齐齐小仙女
我不会高数？我是没有女朋友、连个女的讲话都没有。,今天 18:42 来自网页    ,1,玖玖9306
慕了,今天 18:41 来自网页    ,0,山支的雪毛球
为啥我一毕业，我的母校就频频上热搜,今天 18:41 来自网页    ,5,谢含云_tracy
哇 河师大！,今天 18:41 来自网页    ,0,九二五六
这学风，堪比985了！！！,今天 18:41 来自网页    ,0,郝小千啊
为高数疯，为高数狂，为高数哐哐撞大墙,今天 18:40 来自网页    ,577,河南师范大学
天呀！！！学风可真好！！！,今天 18:40 来自网页    ,0,郝小千啊
你好，我已经单身多年了，希望在这里见到我梦dream以求的女人...如果你对我感兴趣，请给我发消息,今天 18:40 来自网页    ,0,Madsen托馬斯
 学姐我也要补课,今天 18:40 来自网页    ,0,William-WK
我的师兄师姐都是帮我签请假条，带我去打麻将,今天 18:40 来自网页    ,0,我真的是养猪的啊
平时在干嘛？,今天 18:40 来自网页    ,0,一颗猴面包树
怪不得在餐厅门口看见牌子,今天 18:40 来自网页    ,0,一枝嘻嘻嘻
数学院补高数？？？不是数学分析？？,今天 18:39 来自网页    ,0,大鹏小许
我没赶上，挂科了,今天 18:39 来自网页    ,0,Halo乐魚
 君君，我们被表扬啦,今天 18:39 来自网页    ,0,橘的包包
。。。。唉,今天 18:39 来自网页    ,1,武陵糕狩
这才叫同学,今天 18:39 来自网页    ,0,灰姑娘20945
我咋觉得在大学，高一年级的真的没有本年级的学霸厉害，专业课除外,今天 18:38 来自网页    ,0,明月若水turnsole
河师大的学风超正哦,今天 18:38 来自网页    ,0,素面朝天与勇前行_752
补课？这是大学吗？自己没学好，还要耽误别人时间，不是资源浪费吗？,今天 18:38 来自网页    ,0,爱谁谁不可以
我大师大,今天 18:38 来自网页    ,0,听伤看雨
？？？我们学校？ 可是我没高数,今天 18:38 来自网页    ,0,游过一群鸭吖
